,NAME,submission_date,avg_mobility
159737,Illinois,10/16/2020,-12.2
159738,Illinois,10/17/2020,5.8
159739,Illinois,10/18/2020,-12.6
159740,Illinois,10/19/2020,-21.6
159741,Illinois,10/20/2020,-18.6
159742,Illinois,10/21/2020,-14.2
159743,Illinois,10/22/2020,-9.0
159744,Illinois,10/23/2020,-22.0
159745,Illinois,10/24/2020,3.8
159746,Illinois,10/25/2020,-6.6
159747,Illinois,10/26/2020,-24.2
159748,Illinois,10/27/2020,-22.2
159749,Illinois,10/28/2020,-16.4
159750,Illinois,10/29/2020,-20.0
159751,Illinois,10/30/2020,-13.8
159752,Illinois,10/31/2020,6.6
159753,Illinois,11/01/2020,-15.2
159754,Illinois,11/02/2020,-20.6
159755,Illinois,11/03/2020,-4.2
159756,Illinois,11/04/2020,-15.0
159757,Illinois,11/05/2020,-14.2
159758,Illinois,11/06/2020,-11.0
159759,Illinois,11/07/2020,9.0
159760,Illinois,11/08/2020,6.8
159761,Illinois,11/09/2020,-14.4
159762,Illinois,11/10/2020,-22.6
159763,Illinois,11/11/2020,-22.4
159764,Illinois,11/12/2020,-20.8
159765,Illinois,11/13/2020,-22.4
159766,Illinois,11/14/2020,-16.4
159767,Illinois,11/15/2020,-24.6
159768,Illinois,11/16/2020,-25.2
159769,Illinois,11/17/2020,-25.8
159770,Illinois,11/18/2020,-23.8
159771,Illinois,11/19/2020,-19.2
159772,Illinois,11/20/2020,-19.2
159773,Illinois,11/21/2020,-11.6
159774,Illinois,11/22/2020,-17.0
159775,Illinois,11/23/2020,-23.6
159776,Illinois,11/24/2020,-27.2
159777,Illinois,11/25/2020,-19.6
159778,Illinois,11/26/2020,-52.6
159779,Illinois,11/27/2020,-34.0
159780,Illinois,11/28/2020,-13.6
159781,Illinois,11/29/2020,-17.2
159782,Illinois,11/30/2020,-31.4
159783,Illinois,12/01/2020,-27.0
159784,Illinois,12/02/2020,-23.6
159785,Illinois,12/03/2020,-24.4
159786,Illinois,12/04/2020,-23.2
159787,Illinois,12/05/2020,-9.8
159788,Illinois,12/06/2020,-18.6
159789,Illinois,12/07/2020,-27.8
159790,Illinois,12/08/2020,-28.2
159791,Illinois,12/09/2020,-20.2
159792,Illinois,12/10/2020,-18.6
159793,Illinois,12/11/2020,-28.2
159794,Illinois,12/12/2020,-18.6
159795,Illinois,12/13/2020,-15.8
159796,Illinois,12/14/2020,-28.0
159797,Illinois,12/15/2020,-27.4
159798,Illinois,12/16/2020,-27.0
159799,Illinois,12/17/2020,-25.2
159800,Illinois,12/18/2020,-23.6
159801,Illinois,12/19/2020,-8.6
159802,Illinois,12/20/2020,-9.0
159803,Illinois,12/21/2020,-19.6
159804,Illinois,12/22/2020,-14.8
159805,Illinois,12/23/2020,-11.0
159806,Illinois,12/24/2020,-27.2
159807,Illinois,12/25/2020,-69.8
159808,Illinois,12/26/2020,-25.0
159809,Illinois,12/27/2020,-19.6
159810,Illinois,12/28/2020,-28.0
159811,Illinois,12/29/2020,-30.2
159812,Illinois,12/30/2020,-29.6
159813,Illinois,12/31/2020,-22.4
187271,Indiana,02/15/2020,7.2
187272,Indiana,02/16/2020,10.2
187273,Indiana,02/17/2020,-2.6
187274,Indiana,02/18/2020,1.8
187275,Indiana,02/19/2020,4.0
187276,Indiana,02/20/2020,1.8
187277,Indiana,02/21/2020,4.4
187278,Indiana,02/22/2020,21.0
187279,Indiana,02/23/2020,21.8
187280,Indiana,02/24/2020,-1.2
187281,Indiana,02/25/2020,1.0
187282,Indiana,02/26/2020,-1.6
187283,Indiana,02/27/2020,3.0
187284,Indiana,02/28/2020,5.6
187285,Indiana,02/29/2020,14.8
187286,Indiana,03/01/2020,27.2
187287,Indiana,03/02/2020,5.4
187288,Indiana,03/03/2020,14.2
187289,Indiana,03/04/2020,14.6
187290,Indiana,03/05/2020,14.8
187291,Indiana,03/06/2020,4.8
187292,Indiana,03/07/2020,28.0
187293,Indiana,03/08/2020,41.6
187294,Indiana,03/09/2020,8.6
187295,Indiana,03/10/2020,6.4
187296,Indiana,03/11/2020,9.0
187297,Indiana,03/12/2020,13.2
187298,Indiana,03/13/2020,14.0
187299,Indiana,03/14/2020,1.8
187300,Indiana,03/15/2020,7.4
187301,Indiana,03/16/2020,1.6
187302,Indiana,03/17/2020,4.6
187303,Indiana,03/18/2020,-12.8
187304,Indiana,03/19/2020,-11.4
187305,Indiana,03/20/2020,-9.4
187306,Indiana,03/21/2020,-12.2
187307,Indiana,03/22/2020,-24.2
187308,Indiana,03/23/2020,-15.4
187309,Indiana,03/24/2020,-16.6
187310,Indiana,03/25/2020,-14.4
187311,Indiana,03/26/2020,-19.2
187312,Indiana,03/27/2020,-25.8
187313,Indiana,03/28/2020,-21.4
187314,Indiana,03/29/2020,-23.8
187315,Indiana,03/30/2020,-20.4
187316,Indiana,03/31/2020,-26.0
187317,Indiana,04/01/2020,-19.4
187318,Indiana,04/02/2020,-7.8
187319,Indiana,04/03/2020,-6.2
187320,Indiana,04/04/2020,-16.8
187321,Indiana,04/05/2020,-16.0
187322,Indiana,04/06/2020,-12.8
187323,Indiana,04/07/2020,-5.2
187324,Indiana,04/08/2020,-8.2
187325,Indiana,04/09/2020,-22.4
187326,Indiana,04/10/2020,-22.8
187327,Indiana,04/11/2020,-7.4
187328,Indiana,04/12/2020,-34.6
187329,Indiana,04/13/2020,-28.8
187330,Indiana,04/14/2020,-21.8
187331,Indiana,04/15/2020,-22.4
187332,Indiana,04/16/2020,-17.2
187333,Indiana,04/17/2020,-32.2
187334,Indiana,04/18/2020,-3.2
187335,Indiana,04/19/2020,-10.2
187336,Indiana,04/20/2020,-6.8
187337,Indiana,04/21/2020,-11.6
187338,Indiana,04/22/2020,-6.4
187339,Indiana,04/23/2020,-23.4
187340,Indiana,04/24/2020,-6.4
187341,Indiana,04/25/2020,-11.4
187342,Indiana,04/26/2020,-7.6
187343,Indiana,04/27/2020,-3.6
187344,Indiana,04/28/2020,3.2
187345,Indiana,04/29/2020,-19.0
187346,Indiana,04/30/2020,-18.4
187347,Indiana,05/01/2020,4.6
187348,Indiana,05/02/2020,30.8
187349,Indiana,05/03/2020,5.2
187350,Indiana,05/04/2020,-0.8
187351,Indiana,05/05/2020,-14.0
187352,Indiana,05/06/2020,1.4
187353,Indiana,05/07/2020,5.6
187354,Indiana,05/08/2020,-10.4
187355,Indiana,05/09/2020,15.6
187356,Indiana,05/10/2020,-7.4
187357,Indiana,05/11/2020,-11.4
187358,Indiana,05/12/2020,4.2
187359,Indiana,05/13/2020,2.6
187360,Indiana,05/14/2020,-4.4
187361,Indiana,05/15/2020,-2.4
187362,Indiana,05/16/2020,27.4
187363,Indiana,05/17/2020,-4.4
187364,Indiana,05/18/2020,-5.4
187365,Indiana,05/19/2020,-5.0
187366,Indiana,05/20/2020,2.2
187367,Indiana,05/21/2020,6.4
187368,Indiana,05/22/2020,21.2
187369,Indiana,05/23/2020,37.4
187370,Indiana,05/24/2020,45.4
187371,Indiana,05/25/2020,19.6
187372,Indiana,05/26/2020,15.8
187373,Indiana,05/27/2020,11.8
187374,Indiana,05/28/2020,8.6
187375,Indiana,05/29/2020,17.2
187376,Indiana,05/30/2020,52.0
187377,Indiana,05/31/2020,40.2
187378,Indiana,06/01/2020,14.2
187379,Indiana,06/02/2020,27.4
187380,Indiana,06/03/2020,18.0
187381,Indiana,06/04/2020,16.6
187382,Indiana,06/05/2020,25.0
187383,Indiana,06/06/2020,55.8
187384,Indiana,06/07/2020,49.4
187385,Indiana,06/08/2020,21.0
187386,Indiana,06/09/2020,10.2
187387,Indiana,06/10/2020,13.4
187388,Indiana,06/11/2020,30.2
187389,Indiana,06/12/2020,34.0
187390,Indiana,06/13/2020,61.4
187391,Indiana,06/14/2020,55.6
187392,Indiana,06/15/2020,27.2
187393,Indiana,06/16/2020,33.8
187394,Indiana,06/17/2020,32.8
187395,Indiana,06/18/2020,32.4
187396,Indiana,06/19/2020,38.4
187397,Indiana,06/20/2020,67.6
187398,Indiana,06/21/2020,34.2
187399,Indiana,06/22/2020,17.0
187400,Indiana,06/23/2020,28.2
187401,Indiana,06/24/2020,32.4
187402,Indiana,06/25/2020,35.2
187403,Indiana,06/26/2020,29.4
187404,Indiana,06/27/2020,36.8
187405,Indiana,06/28/2020,40.2
187406,Indiana,06/29/2020,18.0
187407,Indiana,06/30/2020,26.2
187408,Indiana,07/01/2020,34.2
187409,Indiana,07/02/2020,44.6
187410,Indiana,07/03/2020,49.0
187411,Indiana,07/04/2020,57.4
187412,Indiana,07/05/2020,42.0
187413,Indiana,07/06/2020,23.6
187414,Indiana,07/07/2020,26.4
187415,Indiana,07/08/2020,23.4
187416,Indiana,07/09/2020,26.2
187417,Indiana,07/10/2020,26.8
187418,Indiana,07/11/2020,58.2
187419,Indiana,07/12/2020,43.6
187420,Indiana,07/13/2020,27.8
187421,Indiana,07/14/2020,32.0
187422,Indiana,07/15/2020,25.6
187423,Indiana,07/16/2020,24.6
187424,Indiana,07/17/2020,31.6
187425,Indiana,07/18/2020,58.0
187426,Indiana,07/19/2020,27.8
187427,Indiana,07/20/2020,20.4
187428,Indiana,07/21/2020,20.2
187429,Indiana,07/22/2020,17.2
187430,Indiana,07/23/2020,27.8
187431,Indiana,07/24/2020,32.2
187432,Indiana,07/25/2020,63.4
187433,Indiana,07/26/2020,46.4
187434,Indiana,07/27/2020,9.4
187435,Indiana,07/28/2020,28.8
187436,Indiana,07/29/2020,26.2
187437,Indiana,07/30/2020,10.4
187438,Indiana,07/31/2020,30.6
187439,Indiana,08/01/2020,31.4
187440,Indiana,08/02/2020,38.4
187441,Indiana,08/03/2020,13.4
187442,Indiana,08/04/2020,28.2
187443,Indiana,08/05/2020,28.8
187444,Indiana,08/06/2020,29.8
187445,Indiana,08/07/2020,33.8
187446,Indiana,08/08/2020,66.8
187447,Indiana,08/09/2020,46.4
187448,Indiana,08/10/2020,8.0
187449,Indiana,08/11/2020,23.4
187450,Indiana,08/12/2020,20.8
187451,Indiana,08/13/2020,21.8
187452,Indiana,08/14/2020,25.8
187453,Indiana,08/15/2020,57.8
187454,Indiana,08/16/2020,44.6
187455,Indiana,08/17/2020,14.6
187456,Indiana,08/18/2020,17.8
187457,Indiana,08/19/2020,23.2
187458,Indiana,08/20/2020,23.2
187459,Indiana,08/21/2020,26.6
187460,Indiana,08/22/2020,57.6
187461,Indiana,08/23/2020,39.2
187462,Indiana,08/24/2020,11.6
187463,Indiana,08/25/2020,15.4
187464,Indiana,08/26/2020,16.0
187465,Indiana,08/27/2020,14.2
187466,Indiana,08/28/2020,14.8
187467,Indiana,08/29/2020,53.0
187468,Indiana,08/30/2020,43.6
187469,Indiana,08/31/2020,12.4
187470,Indiana,09/01/2020,13.6
187471,Indiana,09/02/2020,16.0
187472,Indiana,09/03/2020,23.0
187473,Indiana,09/04/2020,32.6
187474,Indiana,09/05/2020,62.4
187475,Indiana,09/06/2020,45.0
187476,Indiana,09/07/2020,14.4
187477,Indiana,09/08/2020,12.4
187478,Indiana,09/09/2020,16.0
187479,Indiana,09/10/2020,17.0
187480,Indiana,09/11/2020,23.2
187481,Indiana,09/12/2020,48.4
187482,Indiana,09/13/2020,38.8
187483,Indiana,09/14/2020,13.6
187484,Indiana,09/15/2020,20.2
187485,Indiana,09/16/2020,19.2
187486,Indiana,09/17/2020,19.4
187487,Indiana,09/18/2020,22.6
187488,Indiana,09/19/2020,54.4
187489,Indiana,09/20/2020,40.2
187490,Indiana,09/21/2020,12.4
187491,Indiana,09/22/2020,15.6
187492,Indiana,09/23/2020,13.6
187493,Indiana,09/24/2020,15.4
187494,Indiana,09/25/2020,21.0
187495,Indiana,09/26/2020,50.4
187496,Indiana,09/27/2020,33.4
187497,Indiana,09/28/2020,-2.8
187498,Indiana,09/29/2020,8.8
187499,Indiana,09/30/2020,7.2
187500,Indiana,10/01/2020,9.0
187501,Indiana,10/02/2020,13.2
187502,Indiana,10/03/2020,37.6
187503,Indiana,10/04/2020,11.0
187504,Indiana,10/05/2020,5.8
187505,Indiana,10/06/2020,11.6
187506,Indiana,10/07/2020,15.0
187507,Indiana,10/08/2020,14.8
187508,Indiana,10/09/2020,21.0
187509,Indiana,10/10/2020,46.4
187510,Indiana,10/11/2020,31.8
187511,Indiana,10/12/2020,-1.0
187512,Indiana,10/13/2020,12.0
187513,Indiana,10/14/2020,12.8
187514,Indiana,10/15/2020,0.0
187515,Indiana,10/16/2020,9.6
187516,Indiana,10/17/2020,32.0
187517,Indiana,10/18/2020,11.0
187518,Indiana,10/19/2020,-7.6
187519,Indiana,10/20/2020,-0.4
187520,Indiana,10/21/2020,2.8
187521,Indiana,10/22/2020,15.8
187522,Indiana,10/23/2020,1.8
187523,Indiana,10/24/2020,27.8
187524,Indiana,10/25/2020,9.6
187525,Indiana,10/26/2020,-6.2
187526,Indiana,10/27/2020,-4.6
187527,Indiana,10/28/2020,1.6
187528,Indiana,10/29/2020,-5.2
187529,Indiana,10/30/2020,5.4
187530,Indiana,10/31/2020,28.2
187531,Indiana,11/01/2020,-1.0
187532,Indiana,11/02/2020,-6.0
187533,Indiana,11/03/2020,10.2
187534,Indiana,11/04/2020,1.0
187535,Indiana,11/05/2020,0.8
187536,Indiana,11/06/2020,4.8
187537,Indiana,11/07/2020,27.0
187538,Indiana,11/08/2020,20.4
187539,Indiana,11/09/2020,0.6
187540,Indiana,11/10/2020,-0.2
187541,Indiana,11/11/2020,-5.6
187542,Indiana,11/12/2020,-3.8
187543,Indiana,11/13/2020,-5.2
187544,Indiana,11/14/2020,1.0
187545,Indiana,11/15/2020,-9.2
187546,Indiana,11/16/2020,-8.6
187547,Indiana,11/17/2020,-7.6
187548,Indiana,11/18/2020,-7.2
187549,Indiana,11/19/2020,-4.0
187550,Indiana,11/20/2020,-1.4
187551,Indiana,11/21/2020,3.0
187552,Indiana,11/22/2020,-10.8
187553,Indiana,11/23/2020,-7.2
187554,Indiana,11/24/2020,-5.8
187555,Indiana,11/25/2020,-2.6
187556,Indiana,11/26/2020,-44.0
187557,Indiana,11/27/2020,-19.0
187558,Indiana,11/28/2020,0.8
187559,Indiana,11/29/2020,-1.6
187560,Indiana,11/30/2020,-17.0
187561,Indiana,12/01/2020,-11.6
187562,Indiana,12/02/2020,-8.0
187563,Indiana,12/03/2020,-7.6
187564,Indiana,12/04/2020,-7.8
187565,Indiana,12/05/2020,5.4
187566,Indiana,12/06/2020,-7.0
187567,Indiana,12/07/2020,-13.4
187568,Indiana,12/08/2020,-10.6
187569,Indiana,12/09/2020,-5.4
187570,Indiana,12/10/2020,-3.8
187571,Indiana,12/11/2020,-4.2
187572,Indiana,12/12/2020,1.2
187573,Indiana,12/13/2020,-4.8
187574,Indiana,12/14/2020,-13.8
187575,Indiana,12/15/2020,-9.4
187576,Indiana,12/16/2020,-13.8
187577,Indiana,12/17/2020,-10.4
187578,Indiana,12/18/2020,-8.2
187579,Indiana,12/19/2020,4.4
187580,Indiana,12/20/2020,1.8
187581,Indiana,12/21/2020,-5.8
187582,Indiana,12/22/2020,1.0
187583,Indiana,12/23/2020,3.6
187584,Indiana,12/24/2020,-13.8
187585,Indiana,12/25/2020,-63.8
187586,Indiana,12/26/2020,-14.2
187587,Indiana,12/27/2020,-9.2
187588,Indiana,12/28/2020,-17.2
187589,Indiana,12/29/2020,-13.4
187590,Indiana,12/30/2020,-17.0
187591,Indiana,12/31/2020,-9.4
215161,Iowa,02/15/2020,9.6
215162,Iowa,02/16/2020,8.4
215163,Iowa,02/17/2020,-4.0
215164,Iowa,02/18/2020,1.6
215165,Iowa,02/19/2020,0.8
215166,Iowa,02/20/2020,0.6
215167,Iowa,02/21/2020,7.0
215168,Iowa,02/22/2020,16.6
215169,Iowa,02/23/2020,25.4
215170,Iowa,02/24/2020,4.2
215171,Iowa,02/25/2020,1.0
215172,Iowa,02/26/2020,6.4
215173,Iowa,02/27/2020,4.6
215174,Iowa,02/28/2020,9.6
215175,Iowa,02/29/2020,18.6
215176,Iowa,03/01/2020,34.2
215177,Iowa,03/02/2020,7.8
215178,Iowa,03/03/2020,12.0
215179,Iowa,03/04/2020,17.4
215180,Iowa,03/05/2020,5.4
215181,Iowa,03/06/2020,19.0
215182,Iowa,03/07/2020,28.4
215183,Iowa,03/08/2020,41.6
215184,Iowa,03/09/2020,1.4
215185,Iowa,03/10/2020,12.8
215186,Iowa,03/11/2020,18.6
215187,Iowa,03/12/2020,12.6
215188,Iowa,03/13/2020,18.6
215189,Iowa,03/14/2020,-1.0
215190,Iowa,03/15/2020,9.4
215191,Iowa,03/16/2020,8.0
215192,Iowa,03/17/2020,10.6
215193,Iowa,03/18/2020,-8.8
215194,Iowa,03/19/2020,-16.8
215195,Iowa,03/20/2020,-15.0
215196,Iowa,03/21/2020,-9.4
215197,Iowa,03/22/2020,-23.0
215198,Iowa,03/23/2020,-14.2
215199,Iowa,03/24/2020,-9.2
215200,Iowa,03/25/2020,-8.8
215201,Iowa,03/26/2020,-10.6
215202,Iowa,03/27/2020,-15.0
215203,Iowa,03/28/2020,-19.6
215204,Iowa,03/29/2020,-13.8
215205,Iowa,03/30/2020,10.4
215206,Iowa,03/31/2020,0.6
215207,Iowa,04/01/2020,2.2
215208,Iowa,04/02/2020,-8.8
215209,Iowa,04/03/2020,-23.0
215210,Iowa,04/04/2020,-8.8
215211,Iowa,04/05/2020,7.8
215212,Iowa,04/06/2020,-10.4
215213,Iowa,04/07/2020,11.0
215214,Iowa,04/08/2020,-7.6
215215,Iowa,04/09/2020,-19.8
215216,Iowa,04/10/2020,-5.0
215217,Iowa,04/11/2020,-10.6
215218,Iowa,04/12/2020,-41.6
215219,Iowa,04/13/2020,-22.2
215220,Iowa,04/14/2020,-19.4
215221,Iowa,04/15/2020,-13.4
215222,Iowa,04/16/2020,-17.2
215223,Iowa,04/17/2020,-15.4
215224,Iowa,04/18/2020,1.0
215225,Iowa,04/19/2020,10.0
215226,Iowa,04/20/2020,-3.8
215227,Iowa,04/21/2020,3.4
215228,Iowa,04/22/2020,6.4
215229,Iowa,04/23/2020,5.6
215230,Iowa,04/24/2020,-5.6
215231,Iowa,04/25/2020,9.2
215232,Iowa,04/26/2020,25.6
215233,Iowa,04/27/2020,10.2
215234,Iowa,04/28/2020,-2.4
215235,Iowa,04/29/2020,-7.6
215236,Iowa,04/30/2020,16.4
215237,Iowa,05/01/2020,19.4
215238,Iowa,05/02/2020,21.6
215239,Iowa,05/03/2020,35.0
215240,Iowa,05/04/2020,-2.6
215241,Iowa,05/05/2020,-11.4
215242,Iowa,05/06/2020,10.4
215243,Iowa,05/07/2020,6.6
215244,Iowa,05/08/2020,11.0
215245,Iowa,05/09/2020,21.8
215246,Iowa,05/10/2020,1.4
215247,Iowa,05/11/2020,6.0
215248,Iowa,05/12/2020,13.6
215249,Iowa,05/13/2020,0.2
215250,Iowa,05/14/2020,0.8
215251,Iowa,05/15/2020,32.6
215252,Iowa,05/16/2020,21.8
215253,Iowa,05/17/2020,4.0
215254,Iowa,05/18/2020,4.2
215255,Iowa,05/19/2020,10.8
215256,Iowa,05/20/2020,16.6
215257,Iowa,05/21/2020,20.4
215258,Iowa,05/22/2020,30.4
215259,Iowa,05/23/2020,35.8
215260,Iowa,05/24/2020,42.4
215261,Iowa,05/25/2020,21.8
215262,Iowa,05/26/2020,7.8
215263,Iowa,05/27/2020,18.6
215264,Iowa,05/28/2020,13.8
215265,Iowa,05/29/2020,37.4
215266,Iowa,05/30/2020,45.8
215267,Iowa,05/31/2020,45.2
215268,Iowa,06/01/2020,24.4
215269,Iowa,06/02/2020,28.4
215270,Iowa,06/03/2020,29.0
215271,Iowa,06/04/2020,30.0
215272,Iowa,06/05/2020,42.0
215273,Iowa,06/06/2020,60.0
215274,Iowa,06/07/2020,57.4
215275,Iowa,06/08/2020,32.8
215276,Iowa,06/09/2020,6.0
215277,Iowa,06/10/2020,20.8
215278,Iowa,06/11/2020,42.4
215279,Iowa,06/12/2020,51.8
215280,Iowa,06/13/2020,66.2
215281,Iowa,06/14/2020,61.2
215282,Iowa,06/15/2020,38.4
215283,Iowa,06/16/2020,40.0
215284,Iowa,06/17/2020,43.2
215285,Iowa,06/18/2020,35.8
215286,Iowa,06/19/2020,33.4
215287,Iowa,06/20/2020,48.0
215288,Iowa,06/21/2020,58.4
215289,Iowa,06/22/2020,15.4
215290,Iowa,06/23/2020,39.2
215291,Iowa,06/24/2020,43.2
215292,Iowa,06/25/2020,45.0
215293,Iowa,06/26/2020,37.8
215294,Iowa,06/27/2020,57.2
215295,Iowa,06/28/2020,51.2
215296,Iowa,06/29/2020,35.2
215297,Iowa,06/30/2020,34.6
215298,Iowa,07/01/2020,40.8
215299,Iowa,07/02/2020,56.0
215300,Iowa,07/03/2020,66.6
215301,Iowa,07/04/2020,54.8
215302,Iowa,07/05/2020,45.2
215303,Iowa,07/06/2020,34.0
215304,Iowa,07/07/2020,30.6
215305,Iowa,07/08/2020,31.8
215306,Iowa,07/09/2020,25.0
215307,Iowa,07/10/2020,45.6
215308,Iowa,07/11/2020,49.2
215309,Iowa,07/12/2020,63.0
215310,Iowa,07/13/2020,36.8
215311,Iowa,07/14/2020,26.8
215312,Iowa,07/15/2020,25.8
215313,Iowa,07/16/2020,42.8
215314,Iowa,07/17/2020,43.4
215315,Iowa,07/18/2020,47.8
215316,Iowa,07/19/2020,57.0
215317,Iowa,07/20/2020,31.0
215318,Iowa,07/21/2020,26.0
215319,Iowa,07/22/2020,41.0
215320,Iowa,07/23/2020,40.8
215321,Iowa,07/24/2020,43.6
215322,Iowa,07/25/2020,52.6
215323,Iowa,07/26/2020,38.4
215324,Iowa,07/27/2020,34.8
215325,Iowa,07/28/2020,34.6
215326,Iowa,07/29/2020,33.0
215327,Iowa,07/30/2020,39.6
215328,Iowa,07/31/2020,50.8
215329,Iowa,08/01/2020,61.6
215330,Iowa,08/02/2020,59.0
215331,Iowa,08/03/2020,40.4
215332,Iowa,08/04/2020,40.0
215333,Iowa,08/05/2020,39.0
215334,Iowa,08/06/2020,37.2
215335,Iowa,08/07/2020,50.4
215336,Iowa,08/08/2020,57.2
215337,Iowa,08/09/2020,48.4
215338,Iowa,08/10/2020,24.8
215339,Iowa,08/11/2020,37.2
215340,Iowa,08/12/2020,37.4
215341,Iowa,08/13/2020,36.6
215342,Iowa,08/14/2020,40.6
215343,Iowa,08/15/2020,55.2
215344,Iowa,08/16/2020,54.6
215345,Iowa,08/17/2020,
215346,Iowa,08/18/2020,
215347,Iowa,08/19/2020,
215348,Iowa,08/20/2020,
215349,Iowa,08/21/2020,
215350,Iowa,08/22/2020,
215351,Iowa,08/23/2020,
215352,Iowa,08/24/2020,
215353,Iowa,08/25/2020,
215354,Iowa,08/26/2020,
215355,Iowa,08/27/2020,
215356,Iowa,08/28/2020,
215357,Iowa,08/29/2020,
215358,Iowa,08/30/2020,
215359,Iowa,08/31/2020,
215360,Iowa,09/01/2020,
215361,Iowa,09/02/2020,
215362,Iowa,09/03/2020,
215363,Iowa,09/04/2020,
215364,Iowa,09/05/2020,
215365,Iowa,09/06/2020,
215366,Iowa,09/07/2020,
215367,Iowa,09/08/2020,-0.4
215368,Iowa,09/09/2020,4.0
215369,Iowa,09/10/2020,5.0
215370,Iowa,09/11/2020,9.4
215371,Iowa,09/12/2020,29.8
215372,Iowa,09/13/2020,48.0
215373,Iowa,09/14/2020,27.6
215374,Iowa,09/15/2020,26.0
215375,Iowa,09/16/2020,28.8
215376,Iowa,09/17/2020,27.8
215377,Iowa,09/18/2020,35.0
215378,Iowa,09/19/2020,50.2
215379,Iowa,09/20/2020,45.0
215380,Iowa,09/21/2020,24.4
215381,Iowa,09/22/2020,19.6
215382,Iowa,09/23/2020,22.4
215383,Iowa,09/24/2020,20.4
215384,Iowa,09/25/2020,28.8
215385,Iowa,09/26/2020,42.6
215386,Iowa,09/27/2020,19.4
215387,Iowa,09/28/2020,10.6
215388,Iowa,09/29/2020,12.0
215389,Iowa,09/30/2020,14.0
215390,Iowa,10/01/2020,12.0
215391,Iowa,10/02/2020,20.6
215392,Iowa,10/03/2020,21.0
215393,Iowa,10/04/2020,31.6
215394,Iowa,10/05/2020,13.8
215395,Iowa,10/06/2020,18.6
215396,Iowa,10/07/2020,23.2
215397,Iowa,10/08/2020,23.4
215398,Iowa,10/09/2020,31.2
215399,Iowa,10/10/2020,48.2
215400,Iowa,10/11/2020,42.8
215401,Iowa,10/12/2020,15.6
215402,Iowa,10/13/2020,15.0
215403,Iowa,10/14/2020,16.0
215404,Iowa,10/15/2020,11.4
215405,Iowa,10/16/2020,15.4
215406,Iowa,10/17/2020,26.8
215407,Iowa,10/18/2020,9.2
215408,Iowa,10/19/2020,-1.8
215409,Iowa,10/20/2020,-3.2
215410,Iowa,10/21/2020,5.6
215411,Iowa,10/22/2020,-1.2
215412,Iowa,10/23/2020,3.8
215413,Iowa,10/24/2020,11.2
215414,Iowa,10/25/2020,0.2
215415,Iowa,10/26/2020,-5.2
215416,Iowa,10/27/2020,-1.0
215417,Iowa,10/28/2020,5.4
215418,Iowa,10/29/2020,-0.2
215419,Iowa,10/30/2020,11.2
215420,Iowa,10/31/2020,22.4
215421,Iowa,11/01/2020,4.4
215422,Iowa,11/02/2020,3.6
215423,Iowa,11/03/2020,16.2
215424,Iowa,11/04/2020,8.6
215425,Iowa,11/05/2020,7.6
215426,Iowa,11/06/2020,12.0
215427,Iowa,11/07/2020,20.2
215428,Iowa,11/08/2020,17.4
215429,Iowa,11/09/2020,-0.4
215430,Iowa,11/10/2020,-15.6
215431,Iowa,11/11/2020,-1.8
215432,Iowa,11/12/2020,-6.8
215433,Iowa,11/13/2020,-1.8
215434,Iowa,11/14/2020,-4.8
215435,Iowa,11/15/2020,-7.2
215436,Iowa,11/16/2020,-4.6
215437,Iowa,11/17/2020,-8.2
215438,Iowa,11/18/2020,-1.6
215439,Iowa,11/19/2020,2.4
215440,Iowa,11/20/2020,-1.4
215441,Iowa,11/21/2020,1.0
215442,Iowa,11/22/2020,1.0
215443,Iowa,11/23/2020,-6.6
215444,Iowa,11/24/2020,-11.6
215445,Iowa,11/25/2020,1.8
215446,Iowa,11/26/2020,-43.8
215447,Iowa,11/27/2020,-16.6
215448,Iowa,11/28/2020,1.2
215449,Iowa,11/29/2020,-8.8
215450,Iowa,11/30/2020,-8.0
215451,Iowa,12/01/2020,-7.4
215452,Iowa,12/02/2020,-3.4
215453,Iowa,12/03/2020,-5.2
215454,Iowa,12/04/2020,0.0
215455,Iowa,12/05/2020,7.0
215456,Iowa,12/06/2020,0.8
215457,Iowa,12/07/2020,-5.2
215458,Iowa,12/08/2020,-6.2
215459,Iowa,12/09/2020,4.8
215460,Iowa,12/10/2020,-0.2
215461,Iowa,12/11/2020,-9.4
215462,Iowa,12/12/2020,-8.0
215463,Iowa,12/13/2020,-3.2
215464,Iowa,12/14/2020,-8.2
215465,Iowa,12/15/2020,-8.8
215466,Iowa,12/16/2020,-4.4
215467,Iowa,12/17/2020,-7.6
215468,Iowa,12/18/2020,-1.0
215469,Iowa,12/19/2020,2.2
215470,Iowa,12/20/2020,4.8
215471,Iowa,12/21/2020,1.8
215472,Iowa,12/22/2020,3.6
215473,Iowa,12/23/2020,-0.2
215474,Iowa,12/24/2020,-14.8
215475,Iowa,12/25/2020,-60.4
215476,Iowa,12/26/2020,-13.2
215477,Iowa,12/27/2020,-13.0
215478,Iowa,12/28/2020,-3.2
215479,Iowa,12/29/2020,-31.2
215480,Iowa,12/30/2020,-16.6
215481,Iowa,12/31/2020,-4.6
241054,Kansas,02/15/2020,3.4
241055,Kansas,02/16/2020,9.6
241056,Kansas,02/17/2020,9.8
241057,Kansas,02/18/2020,4.0
241058,Kansas,02/19/2020,4.6
241059,Kansas,02/20/2020,-3.0
